iso3,country,region,income_group,growth24,lngdppc23,gcf23,highinc,infl23,unemp23,trade23,popgrow23,gdppc23,gdppc24
HND,Honduras,Latin America & Caribbean ,Lower middle income,1.901145461365128,7.834896397263408,22.1864309601857,0,6.66325180347463,6.07,98.7919798336365,1.71477388415816,2527.27366333188,2575.32081187859
HRV,Croatia,Europe & Central Asia,High income,3.6508526440932165,9.754143246574452,24.5586341019877,1,7.94128177586822,6.121,107.277801631602,0.104856226330186,17225.4504515697,17854.3262648378
HTI,Haiti,Latin America & Caribbean ,Lower middle income,-5.284989569536725,7.105883513138402,13.8845627892934,0,36.8135162780854,14.459,25.2478984941791,1.15633263604117,1219.11871645847,1154.68841945337
HUN,Hungary,Europe & Central Asia,High income,1.0263093874987472,9.703513886296053,26.1919852280501,1,17.1249659678737,4.096,158.618825607913,-0.134269181500181,16375.0462724192,16543.1049095203
IDN,Indonesia,East Asia & Pacific,Upper middle income,4.1812137568836505,8.341086842622474,30.3426390629498,0,3.66938654859761,3.308,41.4604765447233,0.842666137328498,4192.64401034181,4367.94741847938
IND,India,South Asia,Lower middle income,6.149574461282659,7.709629014232512,34.504684353812,0,5.64914318907925,4.172,46.3229520582338,0.883289539766135,2229.71491223037,2366.8328910323
IRL,Ireland,Europe & Central Asia,High income,0.997438539135076,11.446165431356981,26.6582803909323,1,6.29942487419125,4.243,239.649627585111,1.87573900211149,93541.9643678381,94474.9879707069
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,2.57740907930859,8.646086538386578,43.772806898094,0,44.5791857572797,8.129,49.3935500960203,1.20408185634218,5687.84396268742,5834.44296939863
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,-3.615119008317369,8.37495821585947,20.2898355344199,0,4.35835351089595,15.239,69.4613207990167,2.25148890849618,4337.0870532422,4180.29619477317
ISL,Iceland,Europe & Central Asia,High income,-1.4981862587547634,11.001295413972212,25.4249837598989,1,8.73630299937298,3.518,87.2388810922276,0.953546915490719,59951.7537739692,59053.5648370451
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,-0.5926507864738473,10.64855669206267,26.4012938714102,1,4.22522603168918,3.371,57.977782328645,3.00437405991345,42131.7415675806,41882.0474698252
ITA,Italy,Europe & Central Asia,High income,0.8369107122146779,10.440615759301478,23.0712585224817,1,5.62219442195901,7.627,65.1028419441908,-0.0499178457490556,34221.7182928271,34508.1235191237
JPN,Japan,East Asia & Pacific,High income,0.1954695921844385,10.54277365056161,27.7841122147677,1,3.26813365933163,2.6,43.5950833802735,-0.487370782049143,37902.5492204411,37976.6371788298
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,3.6617001344495526,9.346041495378465,28.157135537565,0,14.5275597825952,4.835,62.3342837675021,1.46415151694869,11453.3952725363,11872.7842626298
KEN,Kenya,Sub-Saharan Africa ,Lower middle income,2.631379596653982,7.5017540080999225,16.5707504717762,0,7.67139634029402,5.409,40.9337677377556,1.98296028478422,1811.21651838425,1858.87650030024
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,9.653633914476845,7.168778063161089,34.4590059457311,0,10.7532770416742,3.498,132.373403912336,1.76957037310792,1298.25724482211,1423.58624650541
KHM,Cambodia,East Asia & Pacific,Lower middle income,4.724058694877842,7.642551704414577,33.2944796211269,0,2.12746796594194,0.256,134.206842395931,1.28320677599476,2085.05748462122,2183.55682401667
KIR,Kiribati,East Asia & Pacific,Lower middle income,3.1488607698496374,7.595963311618627,24.7440984281941,0,9.28307374517721,,106.479772480068,1.56733842415292,1990.14605922104,2052.81298774256
KOR,"Korea, Rep.",East Asia & Pacific,High income,1.9278322720160057,10.500886307355545,31.8912200894147,1,3.5974562502901,2.675,82.2580090716629,0.077477253324535,36347.7036392553,37048.4264001496
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,-2.3560771237668976,10.115481755017822,17.7610824770708,1,3.64216403030709,2.08,96.0343509693162,5.58813678140227,24722.8143701857,24140.3257964584
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,-7.599534149660869,8.671566844793436,1.89754409912655,0,221.341644023365,10.985,104.206410069182,0.503630953855672,5834.63415739394,5391.22914209501
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0.8595001828135551,8.939908213809117,16.8804253893346,0,2.3731753143518,18.713,161.070232609722,1.12674309223491,7630.49664928174,7696.0807819319
LKA,Sri Lanka,South Asia,Upper middle income,5.5720877242612765,8.288317153238237,24.2731934318829,0,16.5411742279832,4.528,43.3476681195134,-0.651320770103285,3977.13564995085,4198.74513727898
